Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Oregonians for Healthcare Choice,OregoniansForVaccineTruthAndHealthcareChoice,337316776389390,COMMUNITY,US,A critical part of guarding your health and the health of your children is the need for full disclosure of risks and benefits of any medical procedure. Our site provides notice of risks when the medical community fails to do so. ,2013-02-26 02:30:14,9686,9837,2021-02-15 01:29:38 EST,2021-02-15,01:29:38,Link,10,7,1,1,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/337316776389390/posts/3666790300108671,"A new survey from the Kaiser Family Foundation found that 31% of Americans say they want to see further results about the vaccine’s effectiveness and side effects before committing to the shot. Additionally, 13% are outright refusing to take it, and another 7% claim they only will if forced, taking the total of respondents reluctant to take or hesitant of the vaccine to 51% . https://www.zerohedge.com/covid-19/over-half-americans-would-refusedelay-getting-vaccine-survey-finds",https://www.zerohedge.com/covid-19/over-half-americans-would-refusedelay-getting-vaccine-survey-finds,,,US COVID Vaccinations Top Cases For First Time... But A Majority Of Americans Still Remain Skeptical,"ZeroHedge - On a long enough timeline, the survival rate for everyone drops to zero",,,,10,-1.9
Oregonians for Healthcare Choice,OregoniansForVaccineTruthAndHealthcareChoice,337316776389390,COMMUNITY,US,A critical part of guarding your health and the health of your children is the need for full disclosure of risks and benefits of any medical procedure. Our site provides notice of risks when the medical community fails to do so. ,2013-02-26 02:30:14,9714,9865,2021-02-11 12:28:43 EST,2021-02-11,12:28:43,Link,10,4,0,3,0,2,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/337316776389390/posts/3657715687682799,,https://www.mercurynews.com/2021/02/10/california-man-tests-positive-for-covid-19-weeks-after-getting-second-vaccine-dose/,,,California man tests positive for Covid-19 weeks after getting second vaccine dose,"Monday marked three weeks since a Southern California man received his second dose of the Pfizer COVID-19 vaccine, and one day since he got a positive COVID-19 test result.",,,,10,-1.9
Californians for Vaccine Choice,CaliforniansAgainstSB277,1374879262831019,MEDICAL_HEALTH,US,We The People of CA strongly oppose the infringement of our human and civil rights to exercise our FREEDOM of Religion and Conscience to make medical decisions that come with the risk of injury and death for ourselves and our sons and daughters. ,2015-02-22 18:10:09,22800,23505,2021-02-27 14:00:29 EST,2021-02-27,14:00:29,Link,10,7,1,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1374879262831019/posts/2848700178782246,Facebook posts provide evidence of link between COVID vaccinations and deaths | http://ow.ly/MzcX30ryrkA:=:https://www.lifesitenews.com/news/facebook-posts-provide-evidence-of-link-between-covid-vaccinations-and-deaths,http://ow.ly/MzcX30ryrkA,https://www.lifesitenews.com/news/facebook-posts-provide-evidence-of-link-between-covid-vaccinations-and-deaths,,Facebook posts provide evidence of link between COVID vaccinations and deaths,Users of the social media platform have pointed to posts from people who received the vaccine and then perished.,,,,10,-2.5
Californians for Vaccine Choice,CaliforniansAgainstSB277,1374879262831019,MEDICAL_HEALTH,US,We The People of CA strongly oppose the infringement of our human and civil rights to exercise our FREEDOM of Religion and Conscience to make medical decisions that come with the risk of injury and death for ourselves and our sons and daughters. ,2015-02-22 18:10:09,22885,23584,2021-02-14 22:00:04 EST,2021-02-14,22:00:04,Link,10,5,0,1,0,3,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/1374879262831019/posts/2839319326386998,Shameless manipulation: Positive PCR tests drop after WHO instructs vendors to lower cycle thresholds. We have been played like a fiddle - http://ow.ly/v22t30rwUfK:=:https://informedchoicewa.org/covid-19/shameless-manipulation-positive-pcr-tests-drop-after-who-instructs-vendors-to-lower-cycle-thresholds-we-have-been-played-like-a-fiddle/?utm_source=rss&utm_medium=rss&utm_campaign=shameless-manipulation-positive-pcr-tests-drop-after-who-instructs-vendors-to-lower-cycle-thresholds-we-have-been-played-like-a-fiddle,http://ow.ly/v22t30rwUfK,https://informedchoicewa.org/covid-19/shameless-manipulation-positive-pcr-tests-drop-after-who-instructs-vendors-to-lower-cycle-thresholds-we-have-been-played-like-a-fiddle/?utm_source=rss&utm_medium=rss&utm_campaign=shameless-manipulation-positive-pcr-tests-drop-after-who-instructs-vendors-to-lower-cycle-thresholds-we-have-been-played-like-a-fiddle,,Shameless manipulation: Positive PCR tests drop after WHO instructs vendors to lower cycle thresholds. We have been played like a fiddle,"By Meryl Nass, MD First Published on Dr. Nass's website Hospitalization rates associated with Covid have dropped from a high of 132,500 Americans on January 6 to 71,500 on February 12. The US had 920,000 staffed hospital beds in 2019, of which 14.4% harbored a Covid case last month, and 7.8% do now....",,,,10,-2.5
Californians for Vaccine Choice,CaliforniansAgainstSB277,1374879262831019,MEDICAL_HEALTH,US,We The People of CA strongly oppose the infringement of our human and civil rights to exercise our FREEDOM of Religion and Conscience to make medical decisions that come with the risk of injury and death for ourselves and our sons and daughters. ,2015-02-22 18:10:09,23057,23755,2021-02-04 10:01:15 EST,2021-02-04,10:01:15,Link,10,1,1,1,0,0,0,4,3,0,,-,0,0,0,N/A,https://www.facebook.com/1374879262831019/posts/2831525963833001,Seniors Dying After COVID Vaccine Labeled as Natural Causes http://ow.ly/836630rvlKT:=:https://articles.mercola.com/sites/articles/archive/2021/02/02/covid-vaccine-death-seniors.aspx?ui=4a341bc25a9c5e7ab65e3c7526b235176c2c59d8b5bf0dbb99dc2f0bac7429e7&cid_source=dnl&cid_medium=email&cid_content=art1HL&cid=20210202_HL2&mid=DM792926&rid=1074289585,http://ow.ly/836630rvlKT,https://articles.mercola.com/sites/articles/archive/2021/02/02/covid-vaccine-death-seniors.aspx?ui=4a341bc25a9c5e7ab65e3c7526b235176c2c59d8b5bf0dbb99dc2f0bac7429e7&cid_source=dnl&cid_medium=email&cid_content=art1HL&cid=20210202_HL2&mid=DM792926&rid=1074289585,,Seniors Dying After COVID Vaccine Labeled as Natural Causes,"Around the world, reports are pouring in of people dying shortly after receiving the COVID-19 vaccine.",,,,10,-2.5
Vaccines Exposed,,653656581426800,HEALTH_SITE,GB,We expose information regarding vaccines,2015-02-20 17:27:33,12299,12946,2021-02-17 12:11:06 EST,2021-02-17,12:11:06,Native Video,10,6,0,4,0,0,0,0,0,0,share,No,52,1941,0,00:05:19,https://www.facebook.com/653656581426800/posts/3470772053048558,"Do you see the problem here? If you don’t, then you ARE the problem.",https://www.facebook.com/joshyjones89/videos/10158838802681224/,,,Josh,"Wait, I’ve had ban after ban after ban, like thousands of others, for raising these very questions...

(Probably get one for this so here is my telegram lol https://t.me/NMNVMC )

Ask yourself, 

Do you see the problem here? If you don’t, then you ARE the problem.",,,,10,-2.2
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15672,16204,2021-02-28 20:11:01 EST,2021-02-28,20:11:01,Link,10,3,3,1,0,1,0,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/5129362193803430,Younger adults may have harsher side effects from second shot of #COVID19.,https://www.wlwt.com/article/doctors-explain-why-younger-adults-may-have-harsher-side-effects-from-second-shot-of-covid-19/35651446,,,Doctors explain why younger adults may have harsher side effects from second shot of COVID-19,Younger adults describe flu-like symptoms after the second dose of the COVID-19 vaccine; doctors say that's a good thing.,,,,10,-2.8
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15706,16240,2021-02-21 22:51:33 EST,2021-02-21,22:51:33,YouTube,10,0,1,2,0,6,0,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/5083561155050201,,https://youtu.be/GgAVkDWD3sA,https://www.google.com/sorry/index?continue=https://www.youtube.com/watch%3Fv%3DGgAVkDWD3sA%26feature%3Dyoutu.be&q=EgQ0KuTRGP_WzIEGIhkA8aeDS6lxVSgZv0qpjX3_c6nDHAqS2JaQMgFy,,Teacher Records Her Classroom Filled With Plexiglass Boxes For Her Students And It's INSANE!,"Video mirrored from Vidmax.MYRTLE BEACH, S.C. (WPDE) — Forestbrook Elementary teacher Teresa Holmes has several questions for school board leaders after seei...",,,,10,-0.44
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15706,16240,2021-02-21 19:54:58 EST,2021-02-21,19:54:58,Link,10,7,1,0,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/5083467868392863,,https://www.theepochtimes.com/nonprofit-to-file-lawsuit-against-cdc-claims-statement-that-vaccines-do-not-cause-autism-is-misleading_3705000.html,,,Nonprofit to File Lawsuit Against CDC Over Statement That Vaccines Do Not Cause Autism,"Del Bigtree, founder of the Informed Consent Action Network (ICAN) said his organization will file a lawsuit against ...",,,,10,-2.8
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15778,16312,2021-02-12 10:19:28 EST,2021-02-12,10:19:28,Link,10,1,2,4,0,0,0,0,3,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/5043854405687543,An attempt to phase out biological #mothers and the natural mother-child bond...,https://www.bitchute.com/video/HmF-M0TD2fo/,,,Breastfeeding has a new 'woke' name,Subscribe For More - http://bit.ly/reallygraceful:=:https://www.youtube.com/reallygraceful?sub_confirmation=1 Please consider supporting my channel on Patreon: http://patreon.com/reallygraceful:=:https://www.patreon.com:443/reallygraceful Subscribe to my backup channel: http://bit.ly/reallygracefulsecondchannel:=:https://www.youtube.com/watch?v=l5eAz36exjc Bitchute: https://www.bitchute.com/chan:=:https://www.bitchute.com/chan/…,,,,10,-2.8
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15794,16327,2021-02-10 20:38:41 EST,2021-02-10,20:38:41,Link,10,8,1,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/5036779536395030,,https://www.bitchute.com/video/HmYDZGSj6GbI/,,,Tucker Carlson says they are lying about the safety of the COVID vaccine,https://twitter.com/ndrew_lawrence/status/1359307910300528645?s=20,,,,10,-2.8
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15837,16370,2021-02-06 17:05:06 EST,2021-02-06,17:05:06,Link,10,1,1,5,0,1,0,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/5019034031502914,,https://www.bitchute.com/video/qZr5aHmEzVEx/,,,4 Young And Healthy Italian Healthcare Workers Dead After Pfizer Jab,SOURCE: WakingtheFuture: https://www.bitchute.com/channel/wakingthefuture/ https://odysee.com/@wakingthefuture:0 https://odysee.com/@wakingthefuture:0/Episode-362-4-young-and-healthy-italian-healthcare-workers-dead-after-pfizer-jab:8 As if dea…,,,,10,-2.8
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15837,16370,2021-02-06 11:06:41 EST,2021-02-06,11:06:41,Link,10,7,1,1,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/5018307978242186,,https://www.bitchute.com/video/qv6UyKWNms7k/,,,Dr. Andrew Wakefield: Vaccines Revealed | Big Pharma's Orwellian Agenda,"As a service to protect the truth, this video is mirrored here from Vaccines Revealed All credit goes to the original source of this video. Find their work here: https://www.youtube.com/channel/UCNTt_RTY22kct_Ky7DcLPZQ Original title: V-Revea…",,,,10,-2.8
UK Medical Freedom Alliance,,105404128050400,MEDICAL_HEALTH,GB,"We are an alliance of UK medical professionals, scientists and lawyers who are campaigning for Medical Freedom, Informed Consent and Bodily Autonomy to be preserved and protected in this state of emergency.",2020-11-09 10:48:08,2292,2545,2021-02-03 09:19:08 EST,2021-02-03,09:19:08,Link,9,3,1,3,0,0,0,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/105404128050400/posts/164888262101986,"""The [French] health regulator said there was still not enough data about the effectiveness of the AstraZeneca vaccine for patients over 65 years of age. ""These data will arrive in the coming weeks. In the meantime we recommend its use for people under 65 years old,"" it said. It recommended the vaccine for health workers and vulnerable people between the ages of 50 and 65...."" https://www.bbc.co.uk/news/world-europe-55901957",https://www.bbc.co.uk/news/world-europe-55901957,,,Covid: France restricts AstraZeneca vaccine to under-65s,It is the latest EU country to limit use of the jab citing lack of efficacy data for elderly people.,,,,9,-9.67
Alabama Medical Freedom Alliance,WeAreAMFA,155952721535339,CAUSE,US,To Educate the citizens of Alabama on Current medical freedom information. Organize Parents and adults into teams to influence legislation in Montgomery Statehouse.,2016-10-27 20:42:35,1061,1106,2021-02-12 10:15:03 EST,2021-02-12,10:15:03,Link,9,3,2,4,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/155952721535339/posts/1102026026927999,https://ourfight.online/efacac1b-d6a4-4987-b1d9-28be5200ef83?fbclid=IwAR3J9EPBLzs39k78XDg0rNu-us9X0m8J37ocUrAjcvC1SlARoPUZ-SuI02g,https://ourfight.online/efacac1b-d6a4-4987-b1d9-28be5200ef83,,,(Click to vote) Protect Alabama workers from COVID vaccine mandates by employers NOW!,Alabama House Bill 278 will prevent Alabama employers from taking adverse action against an...,,,,9,-3
Anti Vaccination Saskatoon,AntiVaccinationSaskatoon,620976781291717,ACTIVITY_GENERAL,,"
",2013-12-29 02:14:29,18741,18733,2021-02-14 16:00:09 EST,2021-02-14,16:00:09,Link,9,0,3,3,0,1,0,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/620976781291717/posts/3932310183491677,,https://www.fox5ny.com/news/woman-78-dies-after-receiving-covid-19-vaccine-no-link-suspected,,,"Woman, 78, dies after receiving COVID-19 vaccine; no link suspected","A 78-year-old woman died after receiving a COVID-19 vaccine at Cal Poly Pomona, but her death is not believed to be related to the vaccine, health officials said.",,,,9,-2.78
California Anti-Vax Mommies,mommiesforlife,793820760679919,EDUCATION_COMPANY,US,Sharing information with parents on vaccines & any topic is welcomed. Being open minded & respectful to others points of view on discussions helps us all! ,2014-10-24 21:10:16,3063,3212,2021-02-22 10:39:31 EST,2021-02-22,10:39:31,Photo,9,3,0,5,0,0,0,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/793820760679919/posts/3843791492349482,,https://www.facebook.com/mommiesforlife/photos/a.806301909431804/3843791449016153/?type=3,,,,,,,,9,-0.47
California Anti-Vax Mommies,mommiesforlife,793820760679919,EDUCATION_COMPANY,US,Sharing information with parents on vaccines & any topic is welcomed. Being open minded & respectful to others points of view on discussions helps us all! ,2014-10-24 21:10:16,3071,3219,2021-02-13 10:57:44 EST,2021-02-13,10:57:44,Link,9,1,0,3,0,0,0,5,0,0,,-,0,0,0,N/A,https://www.facebook.com/793820760679919/posts/3820862947975670,"As of Jan. Feb. 4, 653 deaths — a subset of 12,697 total adverse events — had been reported to the Centers for Disease Control and Prevention’s (CDC) Vaccine Adverse Event Reporting System (VAERS) following COVID-19 vaccinations. The numbers reflect reports filed between Dec. 14, 2020 and Feb. 4, 2021. As of Feb. 10, about 44.77 million people in the U.S. had received one or both doses of a COVID vaccine. So far, only the Pfizer and Moderna vaccines have been granted Emergency Use Authorization in the U.S. by the U.S. Food and Drug Administration (FDA). By the FDA’s own definition, the vaccines are still considered experimental until fully licensed. According to the latest data, 602 of the 653 reported deaths were in the U.S, and 137 of the deaths were related to cardiac disorder. Fifty-three percent of those who died were male, 44% were female, the remaining death reports did not include the gender of the deceased. The average age of those who died was 77, the youngest reported death was of a 23-year-old. The Pfizer vaccine was taken by 58% of those who died, while the Moderna vaccine was taken by 41%. As or Feb. 4, there had been 163 cases of Bell’s Palsy reported and 775 reports of anaphylaxis. https://childrenshealthdefense.org/defender/vaers-injuries-covid-vaccine-cdc-data/?utm_source=salsa&eType=EmailBlastContent&eId=e6b37aec-89c0-44b5-be90-d2376c84bfcb",https://childrenshealthdefense.org/defender/vaers-injuries-covid-vaccine-cdc-data/?utm_source=salsa&eType=EmailBlastContent&eId=e6b37aec-89c0-44b5-be90-d2376c84bfcb,,,"653 Deaths + 12,044 Other Injuries Reported Following COVID Vaccine, Latest CDC Data Show • Children's Health Defense","The numbers reflect the latest data available as of Feb. 4 from the CDC’s Vaccine Adverse Event Reporting System website. Of the 653 reported deaths, 602 were from the U.S. The average age of those who died was 77, the youngest was 23.",,,,9,-0.47
Health Freedom Ohio,hfo4you,1780780855277063,HEALTH_SITE,US,"501(c)4 nonprofit organization dedicated to maintaining our fundamental human right to health freedom. Volunteer based and grassroots consisting of Ohioans, medical, and health professionals. It's your health, your life, your way.",2018-03-19 23:13:36,22034,22859,2021-02-13 07:02:28 EST,2021-02-13,07:02:28,Native Video,9,9,0,0,0,0,0,0,0,0,share,No,102,24876,0,00:01:00,https://www.facebook.com/1780780855277063/posts/3900902719931522,,https://www.facebook.com/ZachBushMD/videos/819714715285670/,,,ZACH BUSH MD,"In 1965, 4% of the population had a chronic disease. Today in the US alone, 52% of our children have at least one. Research from around the world suggests that environmental factors are the main contributors to this collapse of human health.

Over the last 40 years, we have destroyed more than half of all biology on the planet. Chemical fertilizers, herbicides, and pesticides have wiped out 97% of agriculture soils on Earth, decimating the biodiversity within nature that’s paramount to our survival. 

We are being called to understand the importance of biodiversity and its direct impact on the health of our planet and species. By learning to work within a co-creative process with Mother Nature, we can witness richer soils and more abundance of health than ever seen before. 

Around the world, brands and business leaders are also being called to answer: How is your economic and social decision-making beneficial to the planet and every human life your business and supply chain touches?

Brands like Sambazon, Guayakí Yerba Mate, and Dr. Bronner's are at the forefront of this conversation, creating templates of how to work with Mother Nature instead of against her. By building sustainable business models that regenerate our ecosystems and communities, they’re able to create socially responsible practices that reverse climate change and help combat poverty, racism, malnutrition, and inequality. 

Stay tuned for the premiere of Seeding Change on April 22, 2021 — a new film all about the power of conscious commerce. 

Until then, be a part of the solution and take action. Challenge your concept of business and social consciousness as separate forces and see how they work together in harmony while looking intently at the food and product brands you are supporting. Behind any one product or vegetable there is an origin story worth knowing for your own health..  

You can sign up today to gain full access to the film when it releases: https://www.seedingchangefilm.com/
.
.
.

#regenerativeagriculture #seedingchangefilm #thefutureisnow #bethechange #newparadigm #zachbushmd",,,,9,-5.67
Health Freedom Ohio,hfo4you,1780780855277063,HEALTH_SITE,US,"501(c)4 nonprofit organization dedicated to maintaining our fundamental human right to health freedom. Volunteer based and grassroots consisting of Ohioans, medical, and health professionals. It's your health, your life, your way.",2018-03-19 23:13:36,22061,22888,2021-02-09 17:39:43 EST,2021-02-09,17:39:43,Status,9,6,1,0,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1780780855277063/posts/3891425760879218,We are now on Telegram 👇👇👇,,,,,,,,,9,-9.56
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8335,8665,2021-02-05 08:18:53 EST,2021-02-05,08:18:53,Photo,9,6,0,1,0,1,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1941414442689767,Both Moderna and Pfizer’s COVID-19 mRNA vaccines don’t have an “adjuvant.” So how do they work? https://circleofmamas.com/health-news/modernas-secret-adjuvant/?fbclid=IwAR2zZ3EcQfcX4HOJmhOrm7zWU9OerLWjQpRSwJi1tTjchOkV8dc8F1pl97Y,https://www.facebook.com/VCHFGA/photos/a.868852619945960/1941414259356452/?type=3,,"THE SECRET ADJUVANT IN MODERNA'S COVID-19 VACCINE Health News Vaccines Moderna's Secret Adjuvant January 18, 2021 Adjuvants are what makes vaccines work inside the body, or signal the immune system. Typically adjuvants are the little bomb that explodes and alerts your body that a pathogenic invader has entered. It's necessary when using a dead or inactivated bacteria or virus, which isn't capable of infecting our cells.",,,,,,9,-10.44
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8338,8668,2021-02-04 16:23:52 EST,2021-02-04,16:23:52,Photo,9,4,0,3,0,1,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1940914539406424,"A nurse friend shares her concerns with GCVC ⬇️ This is why I am extremely uncomfortable with anyone other than the primary Physician administering any type of medical intervention. Screening doesn’t negate a patients history. After those 15 min are up, who is following the patient? Is V safe reporting adverse events and side effects? Other than being sent to a database, what are we doing with this data? “She is hoping this serves as a warning for people to see their doctors and be pre-screened prior to being vaccinated” https://www.wtkr.com/news/gloucester-resident-dies-within-hours-of-receiving-pfizer-vaccine?fbclid=IwAR1k4UrImtQhVXXAjUvZSLyHPhlld6ARNexOIhXuc1yz1CA77yFDsHUne1o",https://www.facebook.com/VCHFGA/photos/a.868852619945960/1940914399406438/?type=3,,wtkr.com 3WTKR COASTAL IN The Done RIGHT WING Gloucester resident dies within hours of receiving Pfizer vaccine Learn More > BOB SCHNIEDWIND WINNER PEUPIE By: Chelsea Donovan,,,,,,9,-10.44
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8338,8668,2021-02-02 14:51:58 EST,2021-02-02,14:51:58,Photo,9,4,1,3,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1939302096234335,"Can your employer make you take the Covid-19 vaccination? Is it safe and effective? Who is liable if anything goes wrong? How can I protect my right to choose? Live online event with Robert Kennedy Jr, Del Bigtree, Dr. Larry Palevsky, Mary Hollad, Dr. Sherri Tenpenny, Kevin Jenkins, John Gilmore, Tom Crown, Dr. Christiane Northrup, Dr. Dave Rasnick and Michael Kane. THIS EVENT IS FREE AND OPEN TO THE PUBLIC REGISTER HERE: https://childrenshealthdefense.org/uncategorized/the-covid-vaccine-on-trial-if-you-only-knew/:=:https://childrenshealthdefense.org/webinar/the-covid-vaccine-on-trial-if-you-only-knew/",https://www.facebook.com/VCHFGA/photos/a.868852619945960/1939301886234356/?type=3,,"JANUARY 27, 2021 The Covid Vaccine On Trial: If You Only Knew... f The Covid Vaccine On Trial: If You Only Knew... Free Webinar Wednesday, February 10, 2021 4-6 p.m. 7-9 p.m. EST Kennedy I. Del Bigtree Dr. Lawrence Palevsky Dr. Tenpenny Mary Holland Esq. Kevin Jenkins John Gilmore Dr. Tom Cowan Dr. Christiane Northrop Dave Rasnick Michael Kane Curtis Cost McDonnell Wednesday, February 10, 2021 4-6 p.m. PST .7-9 p.m. EST",,,,,,9,-10.44
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8340,8670,2021-02-01 08:53:33 EST,2021-02-01,08:53:33,Photo,9,0,0,4,0,2,1,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1938244879673390,"How many boosters, how many AE before they declare the #shotofhope a #shotofcrap? 🤨 If you are concerned for your health, invest time in researching the benefits of a healthy diet, lifestyle, vitamin supplements, and have on hand a prophylaxis like H C Q, or ivermectin. https://www.timesofisrael.com/pfizer-moderna-both-testing-3rd-dose-booster-shots-to-combat-virus-variants/",https://www.facebook.com/VCHFGA/photos/a.868852619945960/1938244436340101/?type=3,,"Dilip Mutum @admutum Now P”ize and Moderna are 3rd dose sayign that we may need booster shots to combat virus variants. In other words, 2 shots are not working. Pfizer, Moderna both trying for 3rd 3rd dose booster shots to combat virus variants timesofisrael.com",,,,,,9,-10.44
Oregonians for Healthcare Choice,OregoniansForVaccineTruthAndHealthcareChoice,337316776389390,COMMUNITY,US,A critical part of guarding your health and the health of your children is the need for full disclosure of risks and benefits of any medical procedure. Our site provides notice of risks when the medical community fails to do so. ,2013-02-26 02:30:14,9642,9793,2021-02-27 13:35:50 EST,2021-02-27,13:35:50,Link,9,4,2,0,0,2,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/337316776389390/posts/3706383312816036,We're living in The Twilight Zone.... https://www.c-span.org/video/?c4948343/user-clip-rand-paul-levine,https://www.c-span.org/video/?c4948343%2Fuser-clip-rand-paul-levine,,,User Clip: Rand Paul - Levine,Rand Paul - Levine,,,,9,-0.5
Oregonians for Healthcare Choice,OregoniansForVaccineTruthAndHealthcareChoice,337316776389390,COMMUNITY,US,A critical part of guarding your health and the health of your children is the need for full disclosure of risks and benefits of any medical procedure. Our site provides notice of risks when the medical community fails to do so. ,2013-02-26 02:30:14,9642,9793,2021-02-27 10:01:41 EST,2021-02-27,10:01:41,Link,9,7,0,1,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/337316776389390/posts/3705805862873781,Employers can't require Covid-19 vaccination under an EUA - STAT http://ow.ly/AbNM30ryhso:=:https://www.statnews.com/2021/02/23/federal-law-prohibits-employers-and-others-from-requiring-vaccination-with-a-covid-19-vaccine-distributed-under-an-eua/?fbclid=IwAR1LiCWDLgf242FCAMFc2NgO4EqaJcdLzbHWsBvqmKHeMQIQqs6hvp1qYqY,http://ow.ly/AbNM30ryhso,https://www.statnews.com/2021/02/23/federal-law-prohibits-employers-and-others-from-requiring-vaccination-with-a-covid-19-vaccine-distributed-under-an-eua/?fbclid=IwAR1LiCWDLgf242FCAMFc2NgO4EqaJcdLzbHWsBvqmKHeMQIQqs6hvp1qYqY,,Employers can't require Covid-19 vaccination under an EUA - STAT,"Organizations are free to encourage Covid-19 vaccination by employees and others, but federal law prohibits them from requiring it.",,,,9,-0.5
Oregonians for Healthcare Choice,OregoniansForVaccineTruthAndHealthcareChoice,337316776389390,COMMUNITY,US,A critical part of guarding your health and the health of your children is the need for full disclosure of risks and benefits of any medical procedure. Our site provides notice of risks when the medical community fails to do so. ,2013-02-26 02:30:14,9651,9803,2021-02-25 13:32:49 EST,2021-02-25,13:32:49,Link,9,4,1,3,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/337316776389390/posts/3697846713669696,You'd be better off with the illness than the vaccine...,https://www.latimes.com/science/story/2021-02-24/coronavirus-infection-leads-to-immunity-thats-comparable-to-a-covid-19-vaccine,,,Coronavirus infection leads to immunity that's comparable to a COVID-19 vaccine,"After 90 days, the immunity developed in response to a coronavirus infection is about as protective as a COVID-19 vaccine, according to a new study.",,,,9,-2.11
