Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
"Outlaw Medical Mandates (Everywhere, Forever)",,908275386307185,none,,,,435,N/A,2020-09-12 05:38:31 EDT,2020-09-12,05:38:31,Live Video Complete,7,4,0,3,0,0,0,0,0,0,share,No,0,530528,0,03:19:31,https://www.facebook.com/groups/908275386307185/permalink/977726132695443,,https://www.facebook.com/RTnews/videos/651911358764453/,,,RT,Yellow Vests call for national protest in Paris amid coronavirus measures [STREAMED LIVE],,,,7,-0.42
"Outlaw Medical Mandates (Everywhere, Forever)",,908275386307185,none,,,,435,N/A,2020-09-11 18:38:35 EDT,2020-09-11,18:38:35,Link,7,3,0,4,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/908275386307185/permalink/977410116060378,have you read this ,https://www.centerforhealthsecurity.org/event201/about,,,“About,"Event 201 was a 3.5-hour pandemic tabletop exercise that simulated a series of dramatic, scenario-based facilitated discussions, confronting difficult, true-to-life dilemmas.” /> <meta name=",,,,7,-3.43
Glorious And Free,,3247348058642730,learning,,,,5720,N/A,2020-09-14 11:35:41 EDT,2020-09-14,11:35:41,Video,7,4,0,3,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3558612600849606,,https://youtu.be/-cv2FStCzG8,,,Media Falsely Claims Lockdown Protestors Are “Right Wing”,In case of deplatforming or censorship please sign up for my email list here: http://kimiversenemailsignup.com (I will never spam you or sell your info) Emai...,,,,7,-4.29
Glorious And Free,,3247348058642730,learning,,,,5713,N/A,2020-09-13 20:33:56 EDT,2020-09-13,20:33:56,Live Video Complete,7,5,0,2,0,0,0,0,0,0,share,No,0,33626,0,02:12:47,https://www.facebook.com/groups/3247348058642730/permalink/3556687154375484,"Don't miss these incredible speeches that were recorded today at the Vancouver BC Freedom Rally - featuringTed Kuntz (Vaccine Choice Canada), Tanya Gaw (Action4Canada), Laura-Lynn Tyler Thompson and others. There was a fantastic turn out! It's truly inspiring to see citizens of BC standing up for our rights and freedoms. A huge thank you going out to the organizers of this important event!!",https://www.facebook.com/LauraLynnTT/videos/10158879853049319/,,,Laura-Lynn,Vancouver Freedom Rally Part 4,,,,7,-0.61
Glorious And Free,,3247348058642730,learning,,,,5713,N/A,2020-09-13 11:33:01 EDT,2020-09-13,11:33:01,Link,7,3,1,3,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3555505484493651,Note that Sweden has 15+ times LESS deaths than the models predicted and no lockdown.,https://theduran.com/viral-issue-crucial-update-sept-8th-the-science-logic-and-data-explained/,,,"Viral Issue Crucial Update Sept 8th: the Science, Logic and Data Explained!","https://youtu.be/8UvFhIFzaac From Ivor Cummins The ultimate update on our viral issue, bar none - Sept 8th 2020 . Get educated guys and gals - or gkeep your head in the sand while your errant leaders destroy society around you... ;-) Lockdown efficacy analysis papers: https://www.dropbox.com/sh/zg89...",,,,7,-4.14
Glorious And Free,,3247348058642730,learning,,,,5713,N/A,2020-09-13 04:08:29 EDT,2020-09-13,04:08:29,Link,7,0,0,5,0,0,0,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3554419351268931,,https://news.mit.edu/2019/storing-vaccine-history-skin-1218,,,Storing medical information below the skin’s surface,"MIT researchers have developed a novel way to record a patient’s vaccination history: storing the data in a pattern of quantum-dot dye, invisible to the naked eye, that is delivered under the skin at the same time as the vaccine.",,,,7,-4.14
Glorious And Free,,3247348058642730,learning,,,,5713,N/A,2020-09-12 22:21:38 EDT,2020-09-12,22:21:38,Live Video Complete,7,7,0,0,0,0,0,0,0,0,share,No,0,1876639,0,03:14:46,https://www.facebook.com/groups/3247348058642730/permalink/3553703114673888,don't you wish we could have someone to be this proud of?,https://www.facebook.com/DiamondandSilk/videos/897532390772094/,,,Diamond And Silk,"Watch LIVE: President Trump holds a campaign event in Reno, NV",,,,7,-0.61
Glorious And Free,,3247348058642730,learning,,,,5706,N/A,2020-09-12 12:39:38 EDT,2020-09-12,12:39:38,Photo,7,2,1,3,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3552417048135828,,https://www.facebook.com/ProudCanadiansOnline/photos/a.487010131506784/1498114377063016/?type=3,,Natural Gas vs. Unreliables Reliable Natural Gas Wind and Solar a Only one keeps you powered when the wind stops blowing and the sun stops shining SHARE IF YOU WANT RELIABLE ENERGY! Fം.ge CANIT SOL,Proud To Be Canadian,,,,,7,-7
Glorious And Free,,3247348058642730,learning,,,,5706,N/A,2020-09-10 21:34:06 EDT,2020-09-10,21:34:06,Link,7,0,2,0,0,0,0,1,4,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3547236875320512,Will this come to Canada?,https://www.infowars.com/spain-cop-kneels-on-14-year-old-boy-for-refusing-to-wear-a-mask/,,,Spain: Cop Kneels on 14-Year-Old Boy For Refusing to Wear a Mask,Mother also arrested during COVID confrontation.,,,,7,-4.14
Glorious And Free,,3247348058642730,learning,,,,5697,N/A,2020-09-10 03:10:46 EDT,2020-09-10,03:10:46,Video,7,1,4,1,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3544807488896784,Gee didn't Windsor Health Unit's Dr. Ahmed say something about masks being a feel good thing? (Vs. supported by science) Here's where that stupid idea came from. Fauchi of course! The truth within a 1 minute video.,https://newtube.app/user/Darek/GDTaCNn,,,"A slip of the tongue..do not wear a mask, by Fauci",Hosted on NewTube,,,,7,-4.29
Glorious And Free,,3247348058642730,learning,,,,5697,N/A,2020-09-09 22:20:42 EDT,2020-09-09,22:20:42,Link,7,1,0,6,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3544254568952076,,https://summit.news/2020/09/09/quebec-city-says-it-will-isolate-uncooperative-citizens-in-secret-corona-facility/,,,Quebec City Says it Will Isolate “Uncooperative” Citizens in Secret Corona Facility,Health officials also visiting homes to take away people who violate quarantine.,,,,7,-4.14
Glorious And Free,,3247348058642730,learning,,,,5686,N/A,2020-09-09 18:43:52 EDT,2020-09-09,18:43:52,Link,7,1,0,6,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3543800932330773,,https://www.armstrongeconomics.com/world-news/corruption/belarusian-president-claims-imf-world-bank-offered-him-a-bribe-to-impose-covid-restrictions/?amp&fbclid=IwAR0WWTqRsbeKHJlkw3n0XbuyzuJ9dGd-8IGni9UNn8P9gMzJgYBboFgpaS0,,,Belarusian President Claims IMF & World Bank Offered him a Bribe to Impose COVID Restrictions | Armstrong Economics,"Belarusian President Aleksandr Lukashenko said last month via Belarusian Telegraph Agency, BelTA., that World Bank and IMF offered him a bribe of $940 million",,,,7,-4.14
Glorious And Free,,3247348058642730,learning,,,,5686,N/A,2020-09-09 15:46:25 EDT,2020-09-09,15:46:25,Photo,7,1,1,5,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3543439939033539,,https://www.facebook.com/photo.php?fbid=10158513872335561&set=p.10158513872335561&type=3,,,Alicia,"**@10:45am this article was just removed - I will now be investigating their legal EPA instrument to see their updates to confirm the article that thankfully I screenshot below- I will keep you all updated on this ASAP** 
So here we go: Quebec is going to become full Draconian Orwellian now - amd is following Melbournes lead for Restrictions. I never thought I would see this in Canada but after this year I knew this was just a matter of time if people stayed silent ‼️YOUR SILENCE IS GOING TO IMPRISON US‼️

https://www.dailywire.com/news/canada-forcefully-imprisons-uncooperative-citizens-at-secret-covid-19-facility-report-says",,,,7,-7
Glorious And Free,,3247348058642730,learning,,,,5686,N/A,2020-09-09 14:18:27 EDT,2020-09-09,14:18:27,Status,7,3,0,3,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3543250962385770,When emergency room doctors state no CHILD should wear a mask if they are ages 0-5 years old! Makes ya wonder about masks alltogether. Dr Suzanne Humphries a leading edge doctor states..... a mask is no longer clean after your first breath! Your breathing eliminates/ excretes thru every breath you take! Each breath is keeping your body healthy and well except when a mask is on.... your excretions are breathed back in. This is why Dr. Suzanne Humphries states masks are like wearing dirty diapers on your face+ breathing it in with every breath you take. Even more questions arise regarding being around others that wear masks all day long.. What horrific things are being made to breed inside them and expelled ONCE MASK IS OFF AT HOME! THATS THE MOST FRIGHTENING QUESTION OF ALL! LIKE LEGIONAIRES DESEASE which come from DIRTY filters! Finding others to be close to without masks becomes VITAL!,,,,,,,,,7,-5.71
Glorious And Free,,3247348058642730,learning,,,,5665,N/A,2020-09-07 16:59:14 EDT,2020-09-07,16:59:14,Photo,7,3,0,2,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3537396629637870,Peace and love,https://www.facebook.com/photo.php?fbid=2654000248249736&set=gm.3537396629637870&type=3,,,,,,,,7,-7
Glorious And Free,,3247348058642730,learning,,,,5665,N/A,2020-09-07 14:17:33 EDT,2020-09-07,14:17:33,Native Video,7,3,0,3,1,0,0,0,0,0,share,No,0,1035191,0,00:05:16,https://www.facebook.com/groups/3247348058642730/permalink/3537035463007320,,https://www.facebook.com/randy.hillier/videos/687087232018739/,,,Randy Hillier,"Many people have been asking me ""what can I do to make a difference?"" when it comes to stopping the excessive restrictions government has imposed due to COVID.

Today I share what the most powerful message you can send is and how to do it.

I also go on to explain the truth about the mandatory mask laws being imposed by our Health Units here in Ontario, the fact is the Health Units have failed to fully inform the public of the totality of the law.

If you're sick of these irrational laws I recommend contacting the Premier, your local MPP, and Health Unit. Let them know it is time that we return to normal.

Premier: doug.ford@pc.ola.org or premier@ontario.ca or 416-325-1941
Find Your MPP: https://www.ola.org/en/members
Find Your Local Health Unit: http://www.health.gov.on.ca/en/common/system/services/phu/locations.aspx",,,,7,-4.71
Glorious And Free,,3247348058642730,learning,,,,5637,N/A,2020-09-04 11:47:05 EDT,2020-09-04,11:47:05,Link,7,2,2,1,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3527422983968568,#whiteshirtmovement,https://www.stonyplainreporter.com/news/local-news/military-vehicles-moving-between-garrison-petawawa-and-canadian-forces-training-centre-meaford/wcm/0f618f9b-af08-4abf-9705-073da4fcbb13/,,,Military vehicles moving between Garrison Petawawa and Canadian Forces Training Centre Meaford,GARRISON PETAWAWA — You can expect to see a number of military vehicles on the roads between Garrison Petawawa and Canadian Forces Training Centre (CFTC) Meaford on both Sept. 8 and on Sept. …,,,,7,-4.14
Glorious And Free,,3247348058642730,learning,,,,5637,N/A,2020-09-03 22:27:13 EDT,2020-09-03,22:27:13,YouTube,7,2,2,3,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3525754784135388,"If you support this you're with the TYRANTS! This includes everyone from Government to law enforcement, military and health professionals! For those who have come out on the side of true justice and the people not the slaves you have made the right choice and sacrifices for standing up for what is right even if it means being in the minority for a time. The truth has a way of always winning out! Just remember that you oligarchs and you usful idiots. God loves you but hates what you're doing. This world is fallen and will end as we know it. You cannot defeat a virus especially with fear even if it was as bad or worse than they say but it's clearly not even that bad. For all you who claim to be saved and support this TYRANNY you will burn in that lake and deserve it for giving in to fear and lies. Your mandate was to spread the gospel of love not fear! Coward! Your governments are lying and manipulating the truth to enslave you even more. They serve to divide us over superficial nonsense and the propagation of lies and fear mainly by using their MSM mass media (Mockingbird Media) gate keepers with their sweet voices to woo you into believing them. The box you watch them on is the perfect indoctrination tool. The truth is out there and if you want it you'll find it! Please choose the right path and you will be rewarded with Divine grace, mercy, forgiveness and salvation.",https://www.youtube.com/watch?v=f92LL9liVcA&feature=share,,,EVERYONE NEEDS TO SEE WHAT IS HAPPENING IN VICTORIA AUSTRALIA!,This Channel NEEDS Your Support: https://www.patreon.com/newworldagenda (Thank You!) Intro by ReallyGraceful (music Supreme Lord Commander) Outro: Supreme Lo...,,,,7,-4.29
Glorious And Free,,3247348058642730,learning,,,,5626,N/A,2020-09-03 10:48:53 EDT,2020-09-03,10:48:53,Native Video,7,2,0,2,1,0,2,0,0,0,share,No,0,3058840,0,00:06:10,https://www.facebook.com/groups/3247348058642730/permalink/3524251940952339,,https://www.facebook.com/awakenwithjp/videos/607383019952106/,,,JP Sears,What it’s like getting censored on YouTube…,,,,7,-4.71
Glorious And Free,,3247348058642730,learning,,,,5602,N/A,2020-09-02 19:03:23 EDT,2020-09-02,19:03:23,Photo,7,0,3,2,0,0,0,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3522240261153507,,https://www.facebook.com/photo.php?fbid=193954508759160&set=p.193954508759160&type=3,,,Tara,"Jessica Lynn

If you like to investigate shared information, please check out this website. 

I took some screen shots but how is it that Canada traded with several countries for Test kits for an apparent novel virus in 2018? 

Please verify for yourself. 

Does this make any sense at all? They were preparing for tests kits for a virus that was new and unplanned and had named it before the world even knew what this was? 

Pass the 🍿 

https://wits.worldbank.org/tariff/trains/en/country/CAN/partner/ALL/nomen/h5/product/902780#",,,,7,-7
Glorious And Free,,3247348058642730,learning,,,,5602,N/A,2020-09-02 15:49:33 EDT,2020-09-02,15:49:33,Link,7,6,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3521823631195170,https://www.facebook.com/groups/3247348058642730/permalink/3502479256462941/,https://www.armstrongeconomics.com/world-news/technology-world-news/michigan-ban-chip-implants-into-workers-by-companies/#.X0fYwJWn6B4.facebook,,,This is a re-share of a post,,,,,7,-4.14
Glorious And Free,,3247348058642730,learning,,,,5602,N/A,2020-09-01 23:26:35 EDT,2020-09-01,23:26:35,Photo,7,4,0,3,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3519625241415009,,,,,,,,,,7,-7
Glorious And Free,,3247348058642730,learning,,,,5602,N/A,2020-09-02 04:31:20 EDT,2020-09-02,04:31:20,Photo,7,4,0,3,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3518509718193228,,https://www.facebook.com/photo.php?fbid=308450740384688&set=p.308450740384688&type=3,,COVID 19 THE TROJAN HORSE OF DICTATORSHIP,DrGautam,,,,,7,-7
Glorious And Free,,3247348058642730,learning,,,,5602,N/A,2020-09-02 07:14:09 EDT,2020-09-02,07:14:09,Photo,7,0,6,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3517601084950758,we may have to relocate under one common site,https://www.facebook.com/photo.php?fbid=1871154316359915&set=gm.614586345921782&type=3,,,Maxine,Times running out !,,,,7,-7
Glorious And Free,,3247348058642730,learning,,,,5626,N/A,2020-09-02 10:04:19 EDT,2020-09-02,10:04:19,Photo,7,4,0,2,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3491792794198254,,https://www.facebook.com/photo.php?fbid=10164305486630014&set=p.10164305486630014&type=3,,ITLIVES AND IT WANTS TO FORCE VACCINATE YOU,Nancy,The TREASON needs to end.,,,,7,-7
Glorious And Free,,3247348058642730,learning,,,,5602,N/A,2020-09-02 12:50:30 EDT,2020-09-02,12:50:30,Photo,7,2,1,3,0,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3481988165178717,,,,,,,,,,7,-7
United Collective,,1125787174433241,none,,,,18609,N/A,2020-09-13 08:02:11 EDT,2020-09-13,08:02:11,Photo,7,6,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1125787174433241/permalink/1259251884420102,,https://www.facebook.com/photo.php?fbid=10221197431919161&set=p.10221197431919161&type=3,,AUSTRALIA OPINION 2hours ago Zimmermann: 'It's Time to Resist the Tyranny of the Ruling Classes' AUGUSTO ZIMMERMANN,Augusto,"IT’S TIME TO RESIST THE TYRANNY OF THE RULING CLASSES 

Since March 2020 Australia’s governments, both federal and state, are using their powers to excessively coerce, obstruct or otherwise unreasonably interfere with the life, liberty and property of the citizen. 

The Australian parliaments have all been sidelined. The federal and state governments are effectively ruling by executive decree. This has brought much less legal-institutional mechanisms to provide accountability to our governments. 

In fact, what these governments are doing is profoundly arbitrary and unconstitutional. They are using their emergency powers to undermine basic principles of constitutional government – including equality before the law and the right of citizens to be protected from unpredictable and arbitrary interference with their vital interests. 

Take the example of the Victorian government. The Victorian Premier has shown an undisputable belief that the executive branch holds all power, and that the other branches of government exist solely for the benefit and enjoyment of the leader.  

For all intents and purposes Victoria has now effectively become an elected dictatorship. Those responsible for this should be held criminally accountable. 

Unfortunately, these unconstitutional measures imposed by the Andrews’s regime have been matched to a considerable extent by several Liberal state governments across the nation. 

The Liberal governments in New South Wales, South Australia, and Tasmania are also far too willing to rule by decree and impose restrictions on home and public gatherings. 

In New South Wales, Premier Berejiklian has notoriously stated that ""tough social-distancing laws will stay until a vaccine is found"". She also stated that such restrictions would not be eased but rather would become ""the new way of life"". 

In this context we should be reminded of the political philosophy of John Locke, that great founder of liberal democracy whose writings underpin the 1688 Glorious Revolution and the U.S. Declaration of Independence. 

Locke argued that governments have no other end ""but the preservation of these rights, and therefore can never have a right to destroy, enslave, or designedly to impoverish the subjects"". If a government exceeds the limits of its legitimate power, citizens have the fundamental right to resist. As Locke put it:

“Whenever the legislators endeavour to take away and destroy the rights of the people, or to reduce them to slavery under arbitrary power, they put themselves into a state of war with the people, who are thereupon absolved from any further obedience, and are left to the common refuge which God hath provided for all men against force and violence”.

This is our classical liberal tradition, which firmly communicates that our most fundamental legal rights are inalienable and so they cannot be taken away from the citizen. My fellow Australians would do well to be reminded of this important legal tradition. 

To read more, visit the website of Caldron Pool. 

Dr Augusto Zimmermann PhD, LLM, LLB, DipEd, CertArb",,,,7,-9.43
Ohioans Defying Dewine’s Tyranny,,857304014771972,none,,,,4155,N/A,2020-09-14 15:58:44 EDT,2020-09-14,15:58:44,Link,7,5,0,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/857304014771972/permalink/976241279544911,,https://thefederalistpapers.org/us/federal-judge-rules-pennsylvania-governor-tom-wolfes-lock-business-closure-rules-unconstitutional,,,Federal Judge Rules Pennsylvania Governor Tom Wolfe's Lock Down and Business Closure Rules Are Unconstitutional,About time.,,,,7,-3.71
Ohioans Defying Dewine’s Tyranny,,857304014771972,none,,,,4155,N/A,2020-09-14 11:14:18 EDT,2020-09-14,11:14:18,Link,7,2,1,1,2,0,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/857304014771972/permalink/976108912891481,,https://www.facebook.com/100007456276102/posts/2691044037820779/,,,This is a re-share of a post,"Collective mentality is how you destroy individual responsibility and freedom. It’s the grass roots of Marxism. 
Blame the collective instead of addressing those responsible.",,,,7,-3.71
Ohioans Defying Dewine’s Tyranny,,857304014771972,none,,,,4152,N/A,2020-09-13 18:44:41 EDT,2020-09-13,18:44:41,Photo,7,6,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/857304014771972/permalink/975062316329474,,https://www.facebook.com/turningpointusa/photos/a.376802782368444/3366675163381176/?type=3,,I'M NOT WORRIED ABOUT GLOBAL WARMING BUT I'M TERRIFIED ABOUT GLOBAL GOVERNMENT TPUSA.com,Turning Point USA,Globalism Is A HORRIBLE Idea! #BigGovSucks,,,,7,-4.71
Ohioans Defying Dewine’s Tyranny,,857304014771972,none,,,,4152,N/A,2020-09-13 18:44:45 EDT,2020-09-13,18:44:45,Photo,7,1,1,5,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/857304014771972/permalink/975018439667195,,https://www.facebook.com/photo.php?fbid=10224903020106570&set=p.10224903020106570&type=3,,,Jeff,Face Masks Delete Individuality - Break Human Will — Arabs masked women to make them submit,,,,7,-4.71
Ohioans Defying Dewine’s Tyranny,,857304014771972,none,,,,4151,N/A,2020-09-10 15:23:36 EDT,2020-09-10,15:23:36,Link,7,0,3,0,0,0,0,1,3,0,,-,0,0,0,N/A,https://www.facebook.com/groups/857304014771972/permalink/973150129854026,,https://www.rushlimbaugh.com/daily/2020/09/03/the-nfl-kneels-to-marxists/,,,The NFL Kneels to Marxists,RUSH: Two different columns accusing the NFL management structure of being a bunch of cowards.,,,,7,-3.71
Ohioans Defying Dewine’s Tyranny,,857304014771972,none,,,,4151,N/A,2020-09-10 11:14:45 EDT,2020-09-10,11:14:45,Photo,7,5,0,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/857304014771972/permalink/973028026532903,"And so it begins... Copied and pasted from another source. Looks like the bear has been poked for the last time! The sleeping giant awakened! The silent majority has issued a battle cry! Share far and wide! 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 9/11 Proclamation We declare the Constitutional Rights of the People of these United States to be sacrosanct. God and our ancestors from which this great nation – this United States of America – was born, summons her children to her flag and strives for her continued freedom. A vast number of Patriots have organized and trained, not to overthrow this great nation, but to defend those principles upon which our founders fought and died to give us. We have watched as our cities have burned. We have watched as American history has been destroyed – not just statues, but our shared customs, norms and traditions. We have watched sanctioned harassment of our citizens until they publicly acquiesce to mob mentality. We have watched as open border advocates pushed for amnesty and benefits for over 11 million illegal aliens. We have watched as Marxists within our States’ and federal government pushed for aggressive unconstitutional and anti-Second Amendment confiscatory gun laws. And we have watched as supposed elected officials have placed their own ideological Marxist/Socialist preferences above those of the citizens that have elected them. With a complicit and oftentimes dubious media, many Americans remain quiet and suffer under a heavy lethargy – which, as Thomas Jefferson states, is the forerunner of death to public liberty. We watch no more. Harmful policies and inaction have led to anarchy and further loss of liberty in the freest country the world has ever known. This new American force declares a stop to our government’s inaction against riots and harmful policies not in the interest of the American People. Who is this American Force? We are veterans of every branch of military, current and former law enforcement, women and men of every color and occupation holding various personal beliefs. Yet we are bound by our love of this Country. We are Americans, Patriots all. And we have had enough. Our hearts are heavy with the burden of maintaining our Republic. Since many of our current leaders have neglected their oaths of office; We the People find that our tree of liberty must be refreshed from time to time with the blood of patriots and tyrants. It is it’s natural manure. He did not mean this as a theoretical exercise. We know the brush the Media will paint us with; Far Right, Militia, Racist among other names that mean nothing to us. Label our movement as you wish. However, make no mistake, despite what our differences may be, we have joined to celebrate a singular characteristic: an uncompromising love for our great nation. With a resolute heart we will not allow it to be torn apart by the likes of Antifa and BLM or other organizations with similar intent. We stand on our fundamental rights and assert them in the face of this whole nation. We hereby proclaim these United States to be under attack from both internal and external sources. We pledge our lives and the lives of our patriots in arms to the cause of Liberty. We demand that by October 31, 2020 the following: 1. An end to rioting. We support our Constitutional Right to peaceful protest. right and responsibility to remind those in power of the words of Thomas Jefferson; “ 2. An end to defunding our police. We support a lawful nation. We will not be policed by a socialist mob. 3. Prosecute those responsible for destruction of property and assaults on persons. 4. Elections shall be free of influence and existing election laws enforced. Outside agitators shall be swiftly prosecuted. These are basic demands. This date is YOUR date. For you, the above date is a deadline. For us, it a date we say in a loud, collective voice, Enough! We expect the above demands to be completed by our state and federal elected officials and all affiliated agencies. Should they not be met, then those who have stood against this great nation, those who have fomented subversive actions against our Constitution, a day of reckoning is upon you. Our great Republic is entitled to and claims the allegiance of every American. The American Republic promises religious and civil liberty, equal rights and equal opportunities to all it’s citizens, and declares its resolve to pursue happiness and prosperity of the whole nation and all of its parts, cherishing all of the children of the nation equally – always oblivious of the differences carefully orchestrated by current government elements which have divided us. These United States of America, one nation under God, remain indivisible. We stand ready to serve our great nation and, if necessary, give up our lives to preserve liberty for all. When the assault on our country (truncated)",https://www.facebook.com/photo.php?fbid=4080498861977214&set=gm.973028026532903&type=3,,,,,,,,7,-4.71
